id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
2397101200,20141221T000000,4,3,2790,3600,2,N,0,3,8,1880,910,1905,2013,98119,47.6362,-122.363,1360,3600
8024201370,20141208T000000,2,1,880,5111,1,N,0,3,6,880,0,1931,0,98115,47.6997,-122.314,1370,5111
3066410800,20141211T000000,4,2.5,2770,10051,2,N,0,3,10,2770,0,1987,0,98074,47.6288,-122.043,2730,10675
9334800140,20141023T000000,3,1.75,1660,8160,1,N,0,4,7,1660,0,1951,0,98166,47.4608,-122.358,1490,8100
6072100140,20141017T000000,3,1.75,1530,8829,1,N,0,5,8,1530,0,1972,0,98006,47.545,-122.171,2060,9226
3874000240,20141202T000000,3,2,1440,10111,1,N,0,3,7,1440,0,1963,0,98001,47.345,-122.283,1580,10200
1726069179,20141223T000000,3,1.75,2410,51763,1,N,0,4,8,1410,1000,1981,0,98077,47.7429,-122.056,2410,49207
3905100070,20150203T000000,3,2.5,1530,3984,2,N,0,3,8,1530,0,1995,0,98029,47.569,-122.007,1720,4005
3972900160,20150403T000000,4,2,1580,6250,1,N,0,3,7,860,720,1977,0,98155,47.7659,-122.31,1580,6250
5141000685,20141021T000000,4,1.75,1660,6200,1,N,0,4,6,830,830,1948,0,98108,47.56,-122.316,1780,5968
1246700152,20140721T000000,3,1.5,1560,9600,1,N,0,4,7,1560,0,1961,0,98033,47.6918,-122.163,1520,10000
3398800055,20141119T000000,4,3.75,4090,24825,2,N,0,4,11,3400,690,1926,0,98102,47.6338,-122.319,3910,11500
3528000510,20140905T000000,5,2.5,4150,96574,2,N,0,3,10,4150,0,1988,0,98053,47.6664,-122.045,3320,40803
1402000070,20140520T000000,4,2.25,1770,33132,1,N,0,4,8,1190,580,1965,0,98058,47.4413,-122.151,2490,20000
1562200240,20140918T000000,3,2.25,2160,15360,1,N,0,3,8,1410,750,1965,2000,98007,47.6232,-122.138,2180,8480
8637100370,20141112T000000,3,2,1340,5670,2,N,0,3,6,1340,0,1994,0,98055,47.4498,-122.194,1290,4892
8965500320,20150326T000000,4,2.25,2260,16188,1,N,0,3,10,2260,0,1984,0,98006,47.5637,-122.112,2840,10158
8822901200,20140723T000000,6,3,2630,8800,1,N,0,3,7,1610,1020,1959,0,98125,47.7166,-122.293,1220,1173
1180500070,20141124T000000,4,2.5,2330,7050,2,N,0,3,8,2330,0,1998,0,98178,47.5001,-122.231,1810,5424
9346700320,20150323T000000,4,2.5,2460,9296,2,N,0,3,9,2460,0,1978,0,98007,47.6125,-122.152,2730,9900
1426049083,20141022T000000,3,2.5,2760,11287,2,N,3,3,10,2000,760,1991,0,98028,47.739,-122.264,2760,13719
7795400046,20140611T000000,2,1,1350,10096,1,N,2,4,7,1350,0,1952,0,98045,47.4967,-121.778,1280,10095
1112000125,20140930T000000,1,1,1090,8750,1,N,0,4,6,1090,0,1924,0,98118,47.54,-122.269,1830,5000
3226049117,20150213T000000,2,1,870,6126,1,N,0,4,7,870,0,1938,0,98125,47.7024,-122.322,1620,6126
6699940140,20140908T000000,4,2.5,2470,5015,2,N,0,3,8,2470,0,2004,0,98038,47.3457,-122.041,2470,5100
3383900058,20141118T000000,3,3.25,1490,857,3,N,0,3,8,1220,270,2001,0,98102,47.6357,-122.324,1550,1092
1823049171,20141218T000000,5,1.5,1950,9000,1,N,0,3,7,1130,820,1964,0,98146,47.4882,-122.339,1680,9526
224069084,20150325T000000,3,1,1250,150117,1,N,0,3,7,1250,0,1975,0,98075,47.5956,-122.009,3060,50055
421079105,20150309T000000,3,2.25,1480,97138,1.5,N,0,3,7,1480,0,1984,0,98010,47.3317,-121.927,1730,176418
2420069017,20150324T000000,1,1,900,4368,1,N,0,5,6,900,0,1915,1950,98022,47.2107,-121.99,1290,5000
251200200,20140627T000000,4,2.25,2020,8424,1,N,0,4,7,1380,640,1979,0,98034,47.7262,-122.233,2030,7236
3395040550,20140728T000000,3,2.5,1530,2890,2,N,0,3,7,1530,0,2001,0,98108,47.5434,-122.293,1540,2890
1118001370,20150102T000000,3,2.75,2340,8828,1,N,0,4,9,2340,0,1954,0,98112,47.632,-122.289,3480,8526
2991000400,20140723T000000,3,2.5,1790,6371,2,N,0,3,8,1790,0,1998,0,98092,47.3291,-122.168,1850,6371
2155500030,20150428T000000,4,1.75,1720,9600,1,N,0,4,8,1720,0,1969,0,98059,47.4764,-122.155,1660,10720
5727500102,20150426T000000,3,1,1280,6967,1.5,N,0,3,7,1280,0,1949,0,98155,47.7512,-122.329,1280,7245
4083800340,20150402T000000,5,2,1380,4300,1.5,N,0,3,7,1380,0,1916,0,98103,47.6647,-122.337,1830,3800
9214400135,20150310T000000,2,1,890,6095,1,N,0,3,7,890,0,1947,0,98115,47.6823,-122.298,1450,5985
8699100240,20150505T000000,6,2.75,3240,5750,1,N,0,4,6,2160,1080,1950,0,98002,47.3054,-122.221,1230,5750
2525300550,20140603T000000,3,1,1200,9936,1,N,0,4,6,1200,0,1969,0,98038,47.3609,-122.029,1200,10189
2489200070,20140720T000000,6,3.5,2410,6000,2,N,4,3,9,2220,190,1916,1990,98136,47.54,-122.382,1980,6000
2618300350,20140718T000000,3,1,1390,12145,1,N,0,4,7,1390,0,1964,0,98042,47.4225,-122.15,1030,10800
1336800160,20140605T000000,5,2.5,2920,5568,2,N,0,3,8,2320,600,1906,0,98112,47.6265,-122.312,2970,5568
7519000570,20141110T000000,4,1.5,1370,3708,1.5,N,0,3,7,1370,0,1926,0,98117,47.6849,-122.363,2030,3708
4401200350,20150210T000000,3,2.5,3090,7708,2,N,0,3,10,3090,0,1999,0,98052,47.6868,-122.108,3140,8592
8106100105,20141114T000000,4,4.25,5770,21300,2,Y,4,4,11,5770,0,1980,0,98040,47.585,-122.222,4620,22748
8701600510,20150414T000000,2,1.5,1850,4945,1.5,N,2,4,7,1850,0,1907,1969,98126,47.5742,-122.379,1850,4950
6083000083,20140611T000000,5,1.5,1510,9078,1,N,0,4,7,1510,0,1959,0,98168,47.4852,-122.305,1480,9078
3279000370,20150202T000000,3,2.5,1500,7350,1,N,0,2,7,1060,440,1979,0,98023,47.3025,-122.382,1390,7770
2767601031,20150202T000000,4,1,1530,3900,1.5,N,0,4,7,1530,0,1908,0,98107,47.6748,-122.379,1300,3900
3225069239,20140707T000000,4,3,3040,36246,1.5,N,0,3,9,2680,360,1923,2014,98074,47.6093,-122.07,3520,13178
8645540320,20141118T000000,3,2,1790,7259,1,N,0,3,7,1390,400,1980,0,98058,47.4643,-122.171,1790,7700
9280200030,20140717T000000,2,1.5,1590,4500,1,N,0,4,7,920,670,1946,0,98116,47.5831,-122.392,1900,4450
1888120140,20140709T000000,5,4.5,4030,13474,2,N,0,3,11,4030,0,2000,0,98075,47.5812,-121.995,3860,12438
7749500070,20150119T000000,4,1.75,2600,18042,1,N,0,4,8,2020,580,1969,0,98092,47.2969,-122.189,2200,9408
2592400550,20140709T000000,4,2.5,1980,6660,2,N,0,4,7,1980,0,1974,0,98034,47.7158,-122.167,1980,7150
5249804510,20140716T000000,3,2,1410,4800,1.5,N,0,4,8,1410,0,1927,0,98118,47.5597,-122.267,1820,7200
6378500105,20141224T000000,2,1,1510,6807,1,N,0,3,7,1090,420,1939,0,98133,47.711,-122.353,1460,6807
2124069078,20141211T000000,2,1.5,1480,43645,1,N,0,3,8,1480,0,1974,2006,98027,47.5484,-122.045,1600,34326
2880100160,20141119T000000,4,3.5,3350,3752,2,N,0,3,9,2550,800,2007,0,98117,47.6782,-122.365,1050,4960
8856900310,20150203T000000,4,2.25,2810,12607,2,N,0,3,10,2810,0,1985,0,98058,47.4585,-122.13,2810,17400
4193500140,20140911T000000,3,1.75,1800,8000,1,N,0,3,8,1800,0,1972,0,98008,47.6357,-122.119,1950,8500
5422420140,20140611T000000,3,2.5,1860,6607,2,N,0,3,7,1860,0,1989,0,98023,47.2891,-122.351,1760,6766
3354400060,20150501T000000,2,1,1088,8453,1,N,0,3,6,1088,0,1952,2009,98001,47.2685,-122.231,1088,8016
6344000060,20141015T000000,4,1.75,2770,8521,1,N,0,4,7,1470,1300,1953,0,98004,47.6255,-122.199,1910,9380
2130702270,20140628T000000,3,1,1040,8128,1,N,0,3,6,1040,0,1983,0,98019,47.7425,-121.981,1520,7500
2688100075,20140506T000000,5,2,2020,5000,1.5,N,0,4,7,2020,0,1938,0,98117,47.6949,-122.37,1510,6600
4058802105,20140904T000000,3,1,1450,6776,1,N,0,3,7,1450,0,1952,0,98178,47.5056,-122.244,1680,7200
8026700105,20150218T000000,4,2.75,2870,8625,1,N,1,4,8,1860,1010,1959,0,98155,47.7425,-122.289,2430,8479
6798100070,20150511T000000,3,1,1220,8040,1.5,N,0,3,7,1220,0,1965,0,98125,47.7133,-122.308,1360,8040
8644400060,20141029T000000,3,2.5,2320,57063,1,N,0,4,9,1790,530,1979,0,98074,47.6163,-122.056,3290,7314
1843100520,20140725T000000,4,2.5,2770,9751,2,N,0,3,8,2770,0,1989,0,98042,47.3739,-122.126,2370,6950
3905000200,20140509T000000,4,2.5,2260,7753,2,N,0,3,9,2260,0,1989,0,98029,47.5752,-121.995,2690,8924
1370804100,20150324T000000,4,2.75,2080,5000,1,N,0,5,8,1470,610,1940,0,98199,47.6422,-122.403,1970,5000
269000240,20141030T000000,5,2.25,2960,7680,1,N,2,5,8,1550,1410,1958,0,98199,47.6456,-122.389,2860,7680
3438500339,20140526T000000,3,1,1140,5000,1,N,0,3,7,1140,0,1960,0,98106,47.5535,-122.362,1140,5000
4427100105,20150428T000000,4,1,1430,6240,1.5,N,0,5,7,1430,0,1953,0,98125,47.7272,-122.311,1410,6240
2787250240,20150421T000000,4,2.75,3100,14568,2,N,0,3,8,3100,0,1995,0,98019,47.7302,-121.974,2860,14396
2781260370,20150128T000000,4,2.5,2820,5510,2,N,0,3,9,2820,0,2005,0,98038,47.3477,-122.024,2820,5510
3886902445,20150316T000000,2,1,920,9000,1,N,0,1,6,920,0,1954,0,98033,47.6831,-122.189,1760,8400
2215902010,20140507T000000,3,2.5,1600,7000,2,N,0,4,8,1600,0,1993,0,98038,47.3534,-122.057,1700,7000
1449000270,20140806T000000,4,2.75,3020,13530,1,N,0,4,8,1540,1480,1977,0,98052,47.6299,-122.099,2230,11896
3755100520,20150427T000000,3,1.75,1490,10757,1,N,0,3,7,1060,430,1966,0,98034,47.72,-122.229,1490,10609
255400070,20140701T000000,5,3.5,3840,8279,2,N,0,3,9,3840,0,2001,0,98074,47.6039,-122.059,3570,8279
269000070,20150106T000000,4,3,2400,7680,1,N,0,3,7,1200,1200,1956,0,98199,47.6466,-122.389,2670,6342
1163400070,20141112T000000,3,1,1660,21514,1,N,0,4,7,1660,0,1973,0,98022,47.2159,-121.964,1660,21600
3582500240,20140514T000000,3,1.75,2170,26460,1,N,0,3,8,1450,720,1986,0,98074,47.6147,-122.045,2090,29075
4027700844,20140916T000000,3,2.5,1970,9153,2,N,0,3,8,1970,0,2007,0,98028,47.7698,-122.268,1800,9800
7893804845,20150223T000000,2,1,1700,6718,1,N,2,3,7,1230,470,1956,0,98198,47.4131,-122.331,2040,7500
7694800070,20140818T000000,2,2.5,1480,2167,2,N,0,3,8,1390,90,2007,0,98052,47.6658,-122.132,2130,2556
4035900060,20140919T000000,3,1.75,1600,20873,1,N,0,3,8,1600,0,1955,0,98006,47.5632,-122.182,2640,18364
3971701455,20141003T000000,2,0.5,1180,7750,1,N,0,4,6,590,590,1945,0,98155,47.769,-122.316,1380,8976
5413200140,20141021T000000,3,2.5,1580,8541,2,N,0,3,7,1580,0,1990,0,98001,47.3334,-122.289,1640,7542
3859900060,20150112T000000,5,4,6300,16065,2,N,1,3,12,4360,1940,2004,0,98004,47.5922,-122.207,3260,17287
7471900045,20150421T000000,3,2,1760,7147,1,N,0,4,6,880,880,1936,0,98055,47.4799,-122.232,1720,7147
4263200030,20141205T000000,3,1,1280,6726,1,N,0,3,6,1280,0,1958,0,98144,47.5724,-122.301,1630,5000
6918700370,20141027T000000,4,2.25,1660,7350,1,N,0,3,8,1660,0,1965,2014,98008,47.6263,-122.124,1790,7455
8125200483,20140609T000000,3,1.5,1860,7963,1,N,0,3,7,1200,660,1963,0,98188,47.4513,-122.268,1800,10400
5652601455,20140623T000000,4,2.5,2300,6158,2,N,0,3,9,2300,0,1999,0,98115,47.6943,-122.299,2170,6434
2558600060,20150123T000000,3,2.75,1650,7272,1,N,0,4,7,1230,420,1972,0,98034,47.7232,-122.174,1770,7272
3205100060,20150413T000000,3,1.75,1580,9719,1,N,0,5,7,1580,0,1962,0,98056,47.5396,-122.18,1760,8539
4450700030,20140822T000000,3,1.75,1780,9689,1,N,0,3,7,1130,650,1976,0,98072,47.7628,-122.163,1660,9786
2115510340,20140604T000000,3,2.5,1720,8755,1,N,0,3,8,1000,720,1983,0,98023,47.318600000000004,-122.391,1720,8690
8901000445,20141218T000000,3,1.5,1600,10440,1,N,0,3,7,1600,0,1954,0,98125,47.7109,-122.311,1600,8816
8712100320,20140728T000000,5,2.75,2350,4178,1.5,N,0,3,8,1520,830,1922,2015,98112,47.6388,-122.3,1920,4178
2979800520,20140603T000000,5,2.75,2740,5616,1.5,N,0,5,7,1670,1070,1925,0,98115,47.6866,-122.317,1600,4592
2331540070,20140703T000000,4,2.5,2300,6448,2,N,0,3,8,2300,0,2001,0,98030,47.3813,-122.204,1860,5872
6345000160,20140827T000000,5,3,4350,37169,2,N,0,3,10,2950,1400,1972,0,98005,47.6518,-122.16,3280,41631
5152100160,20150219T000000,3,1.75,2400,14012,1,N,0,3,9,2400,0,1971,0,98003,47.3371,-122.325,2800,13988
428000055,20150406T000000,3,1,1020,13504,1,N,0,5,7,1020,0,1959,0,98056,47.5121,-122.17,1110,11158
3145600045,20150225T000000,6,2,2650,4621,1.5,N,0,3,8,2650,0,1911,0,98118,47.5543,-122.275,1640,4879
943100262,20141030T000000,3,1,1190,11120,1,N,0,3,6,1190,0,1947,0,98024,47.5687,-121.898,1230,12720
7732410370,20140909T000000,5,2.25,2700,9000,2,N,0,5,9,2700,0,1987,0,98007,47.6599,-122.146,2630,9000
1118000465,20150312T000000,3,3.5,3780,8295,2,N,0,3,9,2430,1350,1951,0,98112,47.6394,-122.29,3780,9127
2211700160,20140512T000000,3,1.5,1770,17208,1,N,0,3,8,1160,610,1959,0,98006,47.5659,-122.117,2450,17118
2203500570,20150217T000000,4,1.75,1700,10642,1,N,0,4,7,850,850,1954,0,98006,47.5674,-122.142,1610,11200
3634100030,20150109T000000,4,2,1830,5220,1.5,N,0,3,7,1830,0,1951,0,98118,47.5331,-122.278,1760,5757
2944500340,20140721T000000,4,2.75,2200,8580,1,N,0,3,8,1860,340,1991,0,98023,47.295,-122.37,2290,7816
2346800270,20150106T000000,3,3,2920,23085,1.5,N,2,3,7,1540,1380,1908,0,98136,47.5159,-122.395,2270,18180
993000046,20140922T000000,3,2,1600,4510,1,N,0,3,7,990,610,1978,0,98103,47.6939,-122.34,1580,4561
1724069062,20140714T000000,2,3.25,2700,3444,3,Y,3,3,9,2700,0,1990,0,98075,47.5684,-122.06,2710,3444
2771603610,20150423T000000,3,2,1550,4000,1,N,0,3,7,940,610,1955,0,98199,47.6379,-122.387,1880,4000
5634500036,20140820T000000,5,2.5,2650,12987,1,N,0,4,7,1350,1300,1979,0,98028,47.7482,-122.244,2160,12726
476000335,20141217T000000,2,1.5,1320,1194,3,N,0,3,7,1320,0,2001,0,98107,47.6704,-122.39,1320,1250
251300260,20140515T000000,4,2.5,2070,7800,2,N,0,3,8,2070,0,1989,0,98003,47.3487,-122.315,1950,7815
3582900200,20141028T000000,3,2.75,3200,12682,2,N,1,3,9,3200,0,1977,0,98028,47.7443,-122.26,2880,10432
7760400350,20141205T000000,3,2,1280,13356,1,N,0,3,7,1280,0,1994,0,98042,47.3715,-122.074,1590,8071
1697000370,20150325T000000,3,1,1040,8122,1,N,0,5,7,1040,0,1971,0,98198,47.3731,-122.312,1470,8676
4154300465,20140916T000000,5,2,3110,6131,1,N,0,5,7,1560,1550,1940,0,98118,47.5615,-122.279,1720,6600
3623029045,20140925T000000,3,1.75,2600,105587,1,N,0,4,7,1300,1300,1980,0,98070,47.4464,-122.497,1941,208438
4443800810,20140819T000000,3,1.75,1250,3880,1,N,0,4,7,750,500,1944,0,98117,47.6869,-122.392,1240,3880
7857003505,20140909T000000,5,2,2190,8316,1,N,0,3,7,1390,800,1961,0,98108,47.5488,-122.298,2010,8316
4027701291,20140820T000000,4,3,2760,13113,1,N,0,4,8,1760,1000,1974,0,98028,47.7669,-122.268,1900,13113
3831200200,20150420T000000,3,2.25,1710,7134,1,N,0,4,7,1130,580,1979,0,98031,47.3911,-122.191,1790,7455
4123830070,20141224T000000,3,2,1750,7000,1,N,0,3,8,1750,0,1993,0,98038,47.3693,-122.041,1840,6969
7879600070,20141024T000000,4,2.5,1960,7230,2,N,0,3,8,1960,0,2002,0,98023,47.2855,-122.36,1850,7208
5205000400,20141022T000000,3,2.5,2090,7163,2,N,0,3,8,2090,0,1989,0,98003,47.2735,-122.295,2320,8634
4302700445,20140923T000000,4,1.75,1670,9472,1,N,0,3,7,1100,570,1960,0,98106,47.5299,-122.357,1080,5195
3407700046,20140624T000000,3,2.5,2410,64073,1,N,0,4,8,1820,590,1976,0,98072,47.7457,-122.141,2980,48760
8078350030,20140602T000000,4,2.5,2220,7064,2,N,0,3,8,2220,0,1988,0,98029,47.5716,-122.022,2220,7451
6728700075,20140520T000000,4,1.75,1280,6060,1,N,0,3,7,860,420,1926,0,98117,47.6805,-122.364,1490,4680
4024101052,20141217T000000,3,1,1240,6090,1,N,0,4,7,1240,0,1950,0,98155,47.7542,-122.307,1550,9096
6300000693,20141202T000000,2,2.25,850,1656,2,N,0,3,8,850,0,2001,0,98133,47.7064,-122.344,850,1312
1163100070,20141217T000000,4,2.5,1960,8540,1,N,0,3,7,1220,740,1955,0,98177,47.7654,-122.359,1910,9120
4239400960,20141212T000000,3,1,1090,3315,1,N,0,4,6,1090,0,1969,0,98092,47.3159,-122.183,960,3120
7524900003,20141210T000000,2,1.75,6840,10000,2.5,Y,4,3,11,4350,2490,2001,0,98008,47.6042,-122.112,3120,12300
7436300160,20140625T000000,2,2.5,1590,1845,2,N,0,3,9,1590,0,1997,0,98033,47.6897,-122.175,2320,3174
2111010340,20140612T000000,4,2.5,2490,8124,2,N,0,3,7,2490,0,2001,0,98092,47.3347,-122.17,2760,6300
7852150140,20141007T000000,3,2.5,1470,3999,2,N,0,3,7,1470,0,2003,0,98065,47.5328,-121.871,1960,4444
2568200140,20140625T000000,5,2.5,2980,5377,2,N,0,3,9,2980,0,2006,0,98052,47.7074,-122.101,3150,6593
2175100055,20141230T000000,5,5,4930,14649,2,N,3,3,11,4160,770,2000,0,98040,47.5829,-122.247,3030,8479
7787400105,20150306T000000,4,2.5,2950,43560,1,N,2,4,9,2550,400,1951,0,98004,47.5988,-122.207,3260,41016
9346700270,20150302T000000,4,2.25,3070,13720,2,N,0,3,9,3070,0,1978,0,98007,47.6133,-122.152,3010,9657
4358700186,20141211T000000,3,2.25,1260,1488,3,N,0,3,7,1260,0,2009,0,98133,47.7071,-122.336,1190,1095
7525100520,20140502T000000,2,2,1350,2560,1,N,0,3,8,1350,0,1976,0,98052,47.6344,-122.107,1790,2560
8562900520,20140612T000000,5,3.5,3690,11928,2,N,0,3,9,2540,1150,2006,0,98074,47.6108,-122.06,2640,11928
1000102,20140916T000000,6,3,2400,9373,2,N,0,3,7,2400,0,1991,0,98002,47.3262,-122.214,2060,7316
7796600070,20140825T000000,3,1.5,1190,8726,1,N,0,3,7,1190,0,1956,0,98146,47.4887,-122.343,1390,8741
3298720030,20150417T000000,4,1.75,2150,8555,1,N,2,4,7,1460,690,1982,0,98106,47.5344,-122.345,1480,7405
1781500435,20140820T000000,3,1.75,1580,7344,1,N,0,5,7,1580,0,1911,0,98126,47.5256,-122.38,1580,6207
1005000036,20140613T000000,3,1.75,1840,8601,1,N,0,3,7,920,920,1905,2014,98118,47.5359,-122.276,1390,7452
3629921160,20140508T000000,4,2.5,2660,5500,2,N,2,3,9,2660,0,2003,0,98029,47.5439,-121.996,3620,5500
2818600060,20140904T000000,6,3.25,3750,14150,2,N,2,5,9,2750,1000,1936,1968,98117,47.6999,-122.393,2140,7968
7228501580,20150116T000000,3,1,1560,4500,1.5,N,0,3,7,1560,0,1903,0,98122,47.6118,-122.306,1660,4500
6889000060,20141223T000000,3,1,1010,7633,1,N,0,4,6,1010,0,1961,0,98198,47.3781,-122.314,1190,8386
3123049320,20150415T000000,3,2.75,2300,12197,2,N,0,3,8,2300,0,1989,0,98166,47.4369,-122.338,1710,11220
4477000270,20140822T000000,3,2,2730,15677,2.5,N,3,3,9,2730,0,1976,0,98166,47.4612,-122.365,2040,12209
8682282180,20140923T000000,2,2,1560,4675,1,N,0,3,8,1560,0,2006,0,98053,47.7086,-122.019,1870,6361
6021503570,20140918T000000,2,1,880,4000,1,N,0,3,7,880,0,1940,0,98117,47.6847,-122.387,1310,4000
1862400517,20140813T000000,3,2,1320,1298,3,N,0,3,7,1320,0,1995,0,98117,47.6959,-122.376,1380,1503
2738650030,20150511T000000,3,2.5,2450,3582,2,N,0,3,9,2450,0,2008,0,98072,47.7749,-122.159,2490,5449
5560000710,20150327T000000,3,1,1040,8970,1,N,0,4,6,1040,0,1961,0,98023,47.3283,-122.337,1040,8450
7215410320,20150311T000000,3,2.5,2480,53250,2,N,0,3,9,2480,0,1990,0,98042,47.3323,-122.079,2510,36549
7202330270,20150303T000000,3,2.5,1440,4473,2,N,0,3,7,1440,0,2003,0,98053,47.6825,-122.036,1650,3322
3630120960,20140718T000000,3,3.25,3230,5000,2,N,0,3,9,3230,0,2006,0,98029,47.5558,-122.002,2670,3977
3797000830,20140530T000000,3,1.75,1680,3000,1,N,2,4,6,840,840,1900,0,98103,47.686,-122.346,1540,3700
9828202255,20140922T000000,4,2.75,2610,4400,1,N,0,5,8,1260,1350,1920,0,98122,47.6158,-122.293,1770,4400
2126059276,20141126T000000,3,3,2330,10327,1,N,0,3,9,2330,0,1998,0,98034,47.7239,-122.164,2200,4629
7645900055,20140624T000000,2,1.5,1580,3680,1,N,2,3,8,1280,300,1941,0,98126,47.5762,-122.377,1730,3680
1471620240,20140516T000000,3,2.5,1480,15639,2,N,0,3,8,1480,0,1987,0,98045,47.4723,-121.746,1480,16454
1121059105,20140708T000000,3,2.5,2860,43821,2,N,0,4,9,2860,0,1990,0,98092,47.3163,-122.142,2370,65340
9178600055,20150505T000000,2,1,1140,3990,1,N,0,3,7,1140,0,1924,0,98103,47.6554,-122.333,1800,5700
8572900135,20140523T000000,3,1.75,2420,12676,2,N,0,3,7,2420,0,1911,1986,98045,47.4943,-121.789,1210,6769
1024069037,20140915T000000,3,2,1600,16530,1,N,0,5,7,1600,0,1967,0,98075,47.5821,-122.016,1850,41006
1926069035,20140722T000000,2,1,1070,189486,1,N,0,3,6,1070,0,1942,0,98077,47.7199,-122.085,1970,60548
7132300550,20150224T000000,3,1,1210,4000,1.5,N,0,3,7,1090,120,1928,0,98144,47.5934,-122.308,1210,4000
3275890310,20150212T000000,3,2,2110,9199,1,N,0,3,10,2110,0,1993,0,98074,47.6496,-122.083,3130,8841
1822079046,20150504T000000,3,2,3040,41072,1,N,0,4,8,1520,1520,1978,0,98038,47.3944,-121.972,2230,54014
8825900070,20140818T000000,6,2,2570,4240,1.5,N,0,4,7,1970,600,1911,0,98115,47.6754,-122.307,2030,4240
6791400320,20140923T000000,3,1.75,1530,14087,1,N,0,3,7,1070,460,1979,0,98042,47.3146,-122.043,1770,13660
1727850340,20140929T000000,4,2.75,3200,13729,2,N,0,3,11,3200,0,1984,0,98005,47.6402,-122.171,4050,16921
7018000560,20150420T000000,4,4.25,3770,13058,2,N,0,4,8,3770,0,1983,0,98028,47.7517,-122.225,2200,12255
3276930370,20140708T000000,4,2.5,2850,37522,2,N,0,3,9,2850,0,1987,0,98075,47.5852,-121.992,2980,35280
5459500125,20140805T000000,6,2.75,3600,9675,1,N,2,4,9,1940,1660,1977,0,98040,47.5726,-122.213,2990,9675
6071900070,20140622T000000,4,2.5,2040,8400,1,N,0,3,8,1420,620,1963,0,98006,47.5512,-122.17,2540,8925
2366800055,20141203T000000,3,2.5,1740,10050,2,N,0,3,7,1740,0,1989,0,98001,47.2671,-122.236,1300,10125
7272001805,20150309T000000,3,2.25,2240,9542,1,N,1,3,7,1190,1050,1980,0,98198,47.3995,-122.318,2080,9542
3582700070,20141205T000000,4,1.75,1570,9670,1,N,0,3,7,1170,400,1959,0,98028,47.7432,-122.248,2080,9100
3959400400,20140709T000000,3,3.25,2220,8227,1.5,N,0,5,8,1770,450,1929,0,98108,47.5665,-122.316,1750,4800
8079100700,20150318T000000,4,2.5,2240,7350,2,N,0,3,9,2240,0,1989,0,98029,47.5652,-122.013,2200,8017
9407001610,20140715T000000,3,1.75,1890,11875,1,N,0,3,7,1230,660,1979,0,98045,47.4472,-121.774,1580,10920
8700120270,20141210T000000,4,2.5,1850,6037,2,N,0,3,7,1850,0,1991,0,98030,47.359,-122.191,1860,6037
6441800060,20141209T000000,4,2.5,3070,5762,2,N,0,3,10,3070,0,2000,0,98075,47.5847,-122.08,3630,6500
7694600253,20140506T000000,4,2,1300,7054,1,N,0,3,7,1300,0,1950,2013,98146,47.5071,-122.369,1560,7100
3076500830,20141029T000000,1,1,710,6000,1.5,N,0,3,6,710,0,2015,0,98144,47.5756,-122.316,1440,4800
7616800350,20150412T000000,3,2.25,1960,17126,1,N,0,3,8,1400,560,1966,0,98055,47.443600000000004,-122.21,2060,11466
7942601200,20141001T000000,2,1,1040,5120,1,N,0,3,7,1040,0,1901,0,98122,47.6048,-122.312,1250,4000
7555220140,20140916T000000,4,2.75,2240,8937,1,N,0,4,8,1460,780,1976,0,98033,47.6495,-122.194,2360,9038
3570000160,20140710T000000,4,2.75,2600,36583,1,N,0,5,8,1580,1020,1976,0,98075,47.593,-122.054,2300,27820
6817810310,20140612T000000,3,1,1330,15678,1,N,0,3,7,900,430,1984,0,98074,47.6355,-122.037,1330,12696
3276180140,20150424T000000,3,1.75,1380,9134,1,N,0,5,7,880,500,1981,0,98056,47.5087,-122.193,1400,8190
9808590310,20150408T000000,3,2.75,3070,10739,2,N,0,3,10,2440,630,1987,0,98004,47.6444,-122.191,3490,11913
2595650060,20150324T000000,4,2.75,2140,9920,2,N,0,3,8,2140,0,1993,0,98001,47.3529,-122.274,2130,9920
7203101580,20140724T000000,3,2.5,1740,4948,2,N,0,3,7,1740,0,2008,0,98053,47.6966,-122.025,1290,3383
272000125,20140829T000000,3,1,1200,4000,1.5,N,0,4,6,1200,0,1923,0,98144,47.5881,-122.299,1390,4000
5071401000,20140829T000000,6,2.5,3250,12000,1,N,1,3,8,1800,1450,1966,0,98115,47.6935,-122.28,3490,10320
9170500060,20140818T000000,4,2,2240,11040,1,N,0,5,8,1120,1120,1961,0,98033,47.693,-122.168,1790,11040
795000885,20141001T000000,3,1,1740,5247,1,N,0,3,7,1270,470,1947,0,98168,47.5049,-122.329,1070,5636
2260000340,20141115T000000,4,1.75,2340,9100,1,N,0,3,8,1610,730,1975,0,98052,47.6401,-122.108,2470,11000
4245400045,20140923T000000,3,1.75,1310,18400,1,N,0,3,7,870,440,1954,0,98168,47.5035,-122.302,1840,10790
2822059350,20140910T000000,5,2.75,2440,6858,2,N,0,3,8,2440,0,2003,0,98030,47.3655,-122.174,2300,6858
2781260070,20150108T000000,4,2.5,2560,5800,2,N,0,3,9,2560,0,2005,0,98038,47.3474,-122.025,3040,5800
